YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2020,11,30,-18.02,-18.24,-18.13,-18.06,2.86,-16.84,-19.7,0.79,99.62,2.15
2020,12,1,-16.45,-16.77,-16.62,-16.5,2.52,-15.01,-17.53,0.98,99.69,1.45
2020,12,2,-18.23,-18.42,-18.32,-18.31,3.96,-16.27,-20.24,0.79,99.69,0.66
2020,12,3,-16.09,-16.44,-16.26,-16.09,4.63,-14.24,-18.88,0.98,99.56,0.43
2020,12,4,-16.13,-16.48,-16.31,-16.17,2.52,-14.62,-17.14,0.98,99.62,0.58
2020,12,5,-19.03,-19.19,-19.11,-19.1,4.54,-17.17,-21.71,0.73,99.62,0.97
2020,12,6,-18.17,-18.41,-18.29,-18.17,4.21,-16.78,-21,0.79,99.25,1.36
2020,12,7,-14.89,-15.35,-15.13,-14.89,5.14,-12.03,-17.17,1.1,99.12,1.24
2020,12,8,-12.23,-12.83,-12.53,-12.27,1.99,-11.42,-13.42,1.4,99.06,1.44
2020,12,9,-16.23,-16.61,-16.42,-16.33,9.74,-12.38,-22.13,1.04,99.06,1.69
2020,12,10,-29.03,-28.96,-29,-29.89,11.17,-22.89,-34.06,0.31,99.44,0.33
2020,12,11,-31.37,-31.21,-31.29,-32.45,8.34,-26.49,-34.82,0.24,99.88,0.24
2020,12,12,-28.02,-28.07,-28.05,-28.42,6.01,-25.93,-31.94,0.31,99.44,0.97
2020,12,13,-33.27,-33.04,-33.16,-36.1,4.86,-30.7,-35.56,0.18,99.94,0.17
2020,12,14,-26.29,-26.34,-26.31,-26.28,11.82,-20.47,-32.29,0.43,99.62,1.15
2020,12,15,-17.92,-18.17,-18.05,-17.96,10.17,-11.96,-22.13,0.85,99.69,1.61
2020,12,16,-15.18,-15.66,-15.42,-15.27,10.73,-11.6,-22.33,1.16,98.75,1.86
2020,12,17,-26.8,-26.85,-26.82,-26.89,7.3,-22.66,-29.96,0.37,99.5,0.13
2020,12,18,-20.67,-20.85,-20.76,-20.64,13.1,-14.86,-27.97,0.67,99.38,1.53
2020,12,19,-12.22,-12.81,-12.51,-12.24,4.75,-9.56,-14.31,1.4,99.38,0.75
2020,12,20,-9.21,-9.86,-9.53,-9.35,5.26,-6.97,-12.23,1.89,99.25,1.08
2020,12,21,-12.36,-12.84,-12.6,-13.11,3.05,-11.12,-14.16,1.4,99.81,2.56
2020,12,22,-16.48,-16.83,-16.66,-16.61,6.71,-13.37,-20.09,0.98,99.25,0.75
2020,12,23,-23.02,-23.03,-23.02,-23.35,5.35,-19.84,-25.19,0.55,99.75,0.58
2020,12,24,-29.09,-28.93,-29.01,-31.49,8.59,-24.09,-32.68,0.31,99.81,0.28
2020,12,25,-29.71,-29.42,-29.56,-31.81,9.52,-25.1,-34.63,0.31,100,0.83
2020,12,26,-28.08,-28.18,-28.13,-28.26,10.87,-24.81,-35.67,0.31,99.19,1.13
2020,12,27,-38.48,-38.35,-38.42,-39.38,4.42,-36.1,-40.51,0.12,99.62,0.21
2020,12,28,-40.9,-40.83,-40.86,-41.85,5.63,-37.84,-43.47,0.06,99.56,0.28
2020,12,29,-37.05,-36.83,-36.94,-41.83,11.34,-32.1,-43.45,0.12,99.44,0.1
2020,12,30,-31.45,-30.94,-31.2,-37.6,5.91,-27.92,-33.84,0.24,99.75,0.09
2020,12,31,-35.63,-35.11,-35.37,-38.74,7.4,-30.45,-37.85,0.12,99.94,0.06
2021,1,1,-36.09,-35.57,-35.83,-38.88,7.2,-31.62,-38.82,0.12,99.88,0.13
2021,1,2,-31.63,-31.67,-31.66,-31.79,6.13,-28.62,-34.75,0.24,99.56,0.38
2021,1,3,-29.34,-29.4,-29.37,-29.38,8.12,-26.25,-34.38,0.31,99.25,1.04
2021,1,4,-29.67,-29.8,-29.74,-29.86,12.33,-26.32,-38.65,0.31,98.38,0.81
2021,1,5,-38.55,-38.57,-38.56,-38.68,7.44,-35.32,-42.76,0.12,99.5,0.5
2021,1,6,-32.56,-32.63,-32.6,-32.6,3.92,-30.74,-34.67,0.18,99.44,0.96
2021,1,7,-28.3,-28.36,-28.33,-28.3,6.4,-24.86,-31.26,0.31,99.38,1.81
2021,1,8,-25.2,-25.27,-25.24,-25.24,1.78,-24.37,-26.14,0.43,99.19,1.14
2021,1,9,-27.59,-27.58,-27.58,-28.27,6.58,-24.11,-30.69,0.31,99.5,0.3
2021,1,10,-22.65,-22.71,-22.68,-22.81,10.49,-19.24,-29.74,0.55,99.5,1.2
2021,1,11,-19.68,-19.8,-19.74,-20.17,5.8,-17.34,-23.13,0.73,99.75,1.5
2021,1,12,-31.22,-31.13,-31.18,-32.17,16.99,-23.52,-40.51,0.24,99.5,0.52
2021,1,13,-36.38,-36.13,-36.26,-37.35,12.03,-29.28,-41.32,0.12,99.81,0.33
2021,1,14,-28.82,-28.86,-28.84,-28.87,14.84,-22.13,-36.96,0.31,99.56,0.71
2021,1,15,-19.31,-19.51,-19.42,-19.35,2.88,-18.6,-21.49,0.73,98.81,1.58
2021,1,16,-25,-25.14,-25.07,-25.59,14.33,-20.26,-34.6,0.43,98.69,0.8
2021,1,17,-35.45,-35.17,-35.31,-41.06,8.99,-30.5,-39.49,0.18,99.12,0.01
2021,1,18,-23.49,-23.6,-23.55,-23.46,11.29,-18.66,-29.94,0.55,99.38,2.01
2021,1,19,-15.63,-16.06,-15.85,-15.7,6.4,-12.94,-19.34,1.04,99.25,1.57
2021,1,20,-20.99,-21.14,-21.06,-21.17,12.96,-18.43,-31.39,0.67,99.19,1.09
2021,1,21,-30.66,-30.56,-30.61,-31.93,8.05,-26.24,-34.3,0.24,99.5,0.11
2021,1,22,-22.54,-22.67,-22.6,-22.57,11.16,-17.47,-28.62,0.61,99.44,3.02
2021,1,23,-20.32,-20.45,-20.38,-20.63,9,-16.29,-25.29,0.67,99.75,0.52
2021,1,24,-26.49,-26.38,-26.44,-28.89,6.32,-22.67,-28.99,0.37,99.75,0.09
2021,1,25,-26.95,-26.88,-26.92,-28.28,6.84,-23.19,-30.02,0.37,99.75,0.32
2021,1,26,-31.15,-31.07,-31.11,-31.64,11.95,-26.29,-38.24,0.24,99.69,0.28
2021,1,27,-36.31,-35.49,-35.9,-40.2,10.66,-29.17,-39.84,0.12,99.75,0.07
2021,1,28,-28.74,-28.79,-28.76,-28.77,15.56,-23.45,-39.01,0.31,99.12,0.76
2021,1,29,-35.56,-35.49,-35.52,-37.3,9.37,-31.24,-40.6,0.12,99.56,0.17
2021,1,30,-32.31,-32.41,-32.36,-32.95,13.5,-27.95,-41.45,0.24,100,0.67
2021,1,31,-42.97,-42.88,-42.93,-44.71,12.52,-37.12,-49.63,0.06,99.56,0.07
2021,2,1,-36.41,-36.17,-36.29,-41.33,11.22,-30.81,-42.03,0.12,98.69,0.12
2021,2,2,-34.5,-33.84,-34.17,-39.34,9.39,-28.06,-37.45,0.18,99.69,0.06
2021,2,3,-26.16,-26.2,-26.18,-26.17,18.29,-18.4,-36.69,0.43,99.44,3.15
2021,2,4,-15.26,-15.66,-15.46,-15.34,8.61,-10.28,-18.88,1.16,99.62,3.42
2021,2,5,-17.85,-18.06,-17.95,-17.95,4.59,-15.51,-20.1,0.85,99.69,1.21
2021,2,6,-18.42,-18.6,-18.51,-18.54,4.35,-15.85,-20.2,0.79,99.62,0.7
2021,2,7,-14.95,-15.35,-15.15,-14.94,9,-10.9,-19.9,1.16,99.5,3.37
2021,2,8,-11.52,-12.07,-11.8,-11.67,9.52,-7.2,-16.73,1.53,99.56,0.27
2021,2,9,-9.6,-10.2,-9.9,-9.63,5.98,-7,-12.99,1.83,99.38,1.26
2021,2,10,-13.99,-14.45,-14.22,-16.27,13.14,-9.02,-22.17,1.34,98.81,0.26
2021,2,11,-22.27,-22.12,-22.2,-26.8,8.32,-17.04,-25.36,0.55,98.94,0.17
2021,2,12,-23.97,-24.1,-24.04,-24.55,10.34,-21.06,-31.4,0.49,98.56,0.4
2021,2,13,-28.34,-28.14,-28.24,-29.9,11.12,-23.13,-34.24,0.31,99.44,0.29
2021,2,14,-24.3,-24.42,-24.36,-24.95,3.91,-22.31,-26.21,0.43,98.75,1.06
2021,2,15,-29.56,-29.7,-29.63,-31.88,9.09,-24.98,-34.07,0.24,97.88,0.19
2021,2,16,-27.61,-27.28,-27.45,-30.53,16.68,-20.87,-37.54,0.37,99.19,0.8
2021,2,17,-14.21,-14.59,-14.4,-14.15,15.3,-6.69,-21.99,1.34,99.56,6.44
2021,2,18,-11.58,-12.14,-11.86,-11.68,10.06,-8.6,-18.67,1.59,99.19,2.64
2021,2,19,-20.57,-20.7,-20.64,-20.59,3.03,-19.24,-22.27,0.67,98.81,0.73
2021,2,20,-19.69,-19.88,-19.79,-19.7,6.48,-15.34,-21.81,0.73,98.81,2.64
2021,2,21,-23.99,-24.1,-24.04,-24.32,7.32,-22.1,-29.42,0.49,98.75,0.62
2021,2,22,-25.61,-25.56,-25.59,-26.02,11.89,-20.09,-31.98,0.43,99.56,0.13
2021,2,23,-20.51,-20.66,-20.59,-20.59,8.19,-15.63,-23.81,0.67,99.31,1.08
2021,2,24,-22.57,-22.68,-22.63,-24.08,7.8,-18.74,-26.54,0.55,98.62,0.35
2021,2,25,-23.13,-23.15,-23.14,-24.09,12.98,-18.12,-31.1,0.55,99.69,3.3
2021,2,26,-19.11,-19.29,-19.2,-19.15,3.9,-17.7,-21.61,0.73,99.06,1.05
2021,2,27,-26.63,-26.56,-26.6,-28.15,9.42,-22.21,-31.64,0.37,99.38,0.37
2021,2,28,-26.67,-26.75,-26.71,-26.81,9.79,-22.49,-32.28,0.37,99.12,0.4
2021,3,1,-24.81,-24.87,-24.85,-25.95,11.88,-19.8,-31.68,0.49,99,0.53
2021,3,2,-22.1,-22.15,-22.13,-23.7,12.83,-16.95,-29.77,0.61,99.56,0.6
2021,3,3,-29.02,-28.77,-28.9,-32.56,11.57,-23.02,-34.59,0.31,98.94,0.11
2021,3,4,-30.69,-30.56,-30.62,-35.99,12.48,-24,-36.48,0.24,95.81,0.04
2021,3,5,-22.74,-22.97,-22.85,-22.69,19.75,-15.52,-35.27,0.61,99.12,0.03
2021,3,6,-12.24,-12.7,-12.47,-12.24,11.49,-7.44,-18.93,1.53,99.38,1.26
2021,3,7,-8.21,-8.81,-8.51,-8.22,6.29,-5.26,-11.55,2.08,99.19,0.53
2021,3,8,-12.27,-12.96,-12.62,-12.91,16.09,-6.6,-22.7,1.46,97.69,0.5
2021,3,9,-11.06,-11.64,-11.35,-11.08,14.73,-6.07,-20.81,1.71,98.75,1.16
2021,3,10,-9.57,-10.23,-9.9,-9.67,8.18,-6.47,-14.65,1.83,98.81,0.03
2021,3,11,-6.67,-7.1,-6.88,-7.08,11.37,-2.05,-13.42,2.44,99.25,0.07
2021,3,12,-7.38,-7.92,-7.66,-7.7,12.82,-3.67,-16.49,2.26,99.19,0.05
2021,3,13,-6.56,-7.21,-6.88,-6.6,5.57,-3.75,-9.32,2.38,98.81,5.69
2021,3,14,-14.48,-14.97,-14.73,-14.52,6.77,-9.92,-16.69,1.16,99,5.23
2021,3,15,-15.91,-16.34,-16.13,-15.97,8.1,-12.72,-20.81,1.04,98.81,0.21
2021,3,16,-14.28,-14.76,-14.52,-14.45,9.57,-9.93,-19.49,1.22,99.12,0.17
2021,3,17,-15.27,-15.79,-15.53,-15.6,10.34,-10.17,-20.49,1.1,97.88,0.15
2021,3,18,-13.69,-14.15,-13.92,-15.96,10,-8.71,-18.71,1.28,98.38,0.23
2021,3,19,-11.75,-12.33,-12.04,-11.81,6.9,-8.78,-15.68,1.46,99.19,0.49
2021,3,20,-10.24,-10.8,-10.52,-10.25,8.73,-6.17,-14.89,1.77,99.38,1.77
2021,3,21,-4.39,-4.87,-4.63,-4.42,8.01,-1.4,-9.42,2.93,99,0.12
2021,3,22,-2.6,-3.04,-2.82,-2.69,3.4,-1.45,-4.85,3.3,98.56,1.74
2021,3,23,-5.2,-5.73,-5.46,-5.28,4.42,-3.21,-7.63,2.69,99.25,1.84
2021,3,24,-5.02,-5.53,-5.27,-6.75,11.34,-2.67,-14.01,2.75,98.5,2.03
2021,3,25,-6.99,-7.5,-7.24,-7.06,12.06,-2.69,-14.75,2.38,99.31,0.58
2021,3,26,-7.66,-8.38,-8.02,-8.44,7.58,-4.4,-11.98,2.2,98,0.25
2021,3,27,-9.7,-10.08,-9.89,-11.49,8.83,-5.6,-14.44,1.89,99.19,0.61
2021,3,28,-7.57,-8.11,-7.84,-7.65,10.34,-3.53,-13.88,2.26,99.19,0.73
2021,3,29,-3.53,-3.93,-3.74,-3.7,8.34,-0.03,-8.38,3.17,99.19,0.52
2021,3,30,-4.03,-4.49,-4.26,-4.15,7.06,-1.94,-9,2.93,99.25,0.76
2021,3,31,-8.09,-8.73,-8.41,-8.13,5.1,-5.31,-10.42,2.08,99.06,0.34
2021,4,1,-9.49,-10.17,-9.84,-9.58,6.36,-7.13,-13.48,1.83,98.75,1.4
2021,4,2,-9,-9.51,-9.26,-9.49,11.78,-4.94,-16.72,2.01,99.25,0.96
2021,4,3,-4.1,-4.59,-4.35,-4.13,4.43,-2.1,-6.52,2.87,99.19,1.51
2021,4,4,-3.76,-4.21,-3.99,-3.79,2.89,-2.27,-5.17,2.99,99.25,3.07
2021,4,5,-4.81,-5.49,-5.14,-6.31,6.8,-2.14,-8.94,2.69,97.94,0.97
2021,4,6,-3.9,-4.31,-4.11,-4.13,8.16,0.07,-8.1,2.99,99.06,0.03
2021,4,7,-2.73,-3.05,-2.88,-2.88,8.24,0.07,-8.17,3.36,99.25,0.01
2021,4,8,-3.36,-3.74,-3.55,-3.65,6.93,0.01,-6.92,3.17,99.31,1
2021,4,9,-5.68,-6.16,-5.92,-5.76,10.61,-1.57,-12.18,2.62,99.5,1.9
2021,4,10,-10.66,-11.3,-10.98,-10.7,8.16,-6.68,-14.83,1.65,98.75,0.29
2021,4,11,-11.1,-11.69,-11.39,-11.52,13.38,-6.58,-19.97,1.65,98.5,0.06
2021,4,12,-7.61,-8.22,-7.92,-8.11,13.36,-2.65,-16,2.26,98.38,0.06
2021,4,13,-3.91,-4.3,-4.1,-3.92,8.35,-0.41,-8.76,3.05,99.5,4.11
2021,4,14,-4.77,-5.27,-5.02,-4.81,4.5,-2.77,-7.27,2.75,99.38,1.84
2021,4,15,-5.86,-6.43,-6.15,-5.91,6.55,-2.95,-9.5,2.5,99.12,1.46
2021,4,16,-3.53,-3.88,-3.7,-3.54,10.02,0.19,-9.83,3.23,99.06,0.9
2021,4,17,-1.67,-1.96,-1.82,-1.77,9.06,0.12,-8.94,3.66,98.88,2.34
2021,4,18,-10.49,-11.24,-10.87,-10.6,10.66,-6.55,-17.2,1.71,97.75,0.06
2021,4,19,-5.1,-5.5,-5.3,-5.11,15.22,0.08,-15.14,2.93,98.88,2.04
2021,4,20,-7.52,-8.21,-7.87,-7.69,11.55,-1.27,-12.82,2.2,98.31,0.41
2021,4,21,-11.33,-12.05,-11.69,-11.95,10.34,-6.86,-17.2,1.59,97.75,0.5
2021,4,22,-9.6,-10.32,-9.96,-12.23,12.23,-4.87,-17.1,1.83,96.81,0.27
2021,4,23,-5.62,-6.1,-5.86,-9.74,12.34,-0.71,-13.05,2.62,97.56,0.01
2021,4,24,-2.51,-2.69,-2.6,-4.42,9.44,0.08,-9.35,3.42,99.38,2.63
2021,4,25,-1.9,-2.2,-2.06,-1.97,5.86,-0.19,-6.05,3.48,99.19,2.18
2021,4,26,-3.4,-3.76,-3.58,-3.42,7.46,-0.51,-7.97,3.17,99.44,1.89
2021,4,27,-5.54,-6.1,-5.82,-5.61,7.08,-3.42,-10.49,2.56,99.12,0.69
2021,4,28,-8.17,-8.78,-8.48,-9.17,11.26,-3.63,-14.89,2.14,98.19,0.19
2021,4,29,-6.3,-6.63,-6.46,-7.34,14.99,-0.64,-15.63,2.62,99,0.13
2021,4,30,-2.37,-2.56,-2.46,-3.41,8.41,0.17,-8.25,3.48,99.06,0.14
2021,5,1,-0.48,-1.92,-1.2,-2.39,3.33,0.84,-2.49,3.6,90.94,0.93
2021,5,2,0.03,-2.45,-1.21,-2.47,5.02,2.66,-2.36,3.48,83.56,0.16
2021,5,3,-0.31,-1.42,-0.86,-0.33,4.95,1.64,-3.31,3.72,92.38,3.85
2021,5,4,0.18,-0.56,-0.19,0.14,7.41,3.84,-3.56,3.97,95.12,2.82
2021,5,5,-0.64,-1.81,-1.23,-0.67,4.13,0.45,-3.68,3.66,92.5,4.1
2021,5,6,-0.92,-2.95,-1.94,-1,7.45,1.9,-5.55,3.36,87.81,3.54
2021,5,7,1.19,-2.14,-0.48,0.2,8.1,5.24,-2.87,3.54,80.31,0.27
2021,5,8,3.23,-0.84,1.19,2.21,12.72,9.81,-2.91,3.91,78.06,0.13
2021,5,9,3.73,0.39,2.06,3.58,10.77,9.23,-1.54,4.27,81.12,1.85
2021,5,10,4.94,0.71,2.83,4.86,11.83,10.37,-1.45,4.33,76.88,0.64
2021,5,11,5.1,1.94,3.52,5.03,10.5,9.87,-0.63,4.76,82,3.97
2021,5,12,0.26,-4.45,-2.1,0.28,8.48,4.65,-3.83,2.93,74.12,1.01
2021,5,13,1.01,-1.94,-0.46,0.51,9.62,5.64,-3.99,3.54,82.19,2.03
2021,5,14,6.01,-1.52,2.24,5.19,15.42,13.59,-1.83,3.72,64.56,0
2021,5,15,3.33,-0.74,1.3,3.33,9.02,6.78,-2.24,3.97,76.69,2.34
2021,5,16,4.63,-1.38,1.62,4.58,9.66,9.27,-0.39,3.78,69.69,2.41
2021,5,17,2.11,-5.4,-1.65,1.97,11.66,7.63,-4.03,2.75,62.75,0.04
2021,5,18,2.6,-5.18,-1.29,1.79,11.34,6.97,-4.37,2.81,59.31,0.11
2021,5,19,3.34,-4.25,-0.45,2.94,10.42,8.42,-2,3.05,61.69,0.01
2021,5,20,1.37,-4.99,-1.81,1.4,9.52,6.35,-3.17,2.87,65.62,0.01
2021,5,21,1.47,-4.44,-1.49,1.41,10.8,7.19,-3.61,2.99,68.62,0.03
2021,5,22,2.32,-2.01,0.15,2.27,11.73,7.23,-4.49,3.54,75.75,0.74
2021,5,23,3.86,-0.14,1.86,3.84,10.24,8.69,-1.55,4.09,77.5,0.8
2021,5,24,6.06,0.29,3.18,5.8,12.02,11.44,-0.57,4.27,70.25,0.75
2021,5,25,3.92,3.02,3.48,3.67,5.94,6.62,0.69,5.19,92.75,10.02
2021,5,26,6.26,2,4.13,6.22,10.65,11.55,0.9,4.82,77.62,1.11
2021,5,27,2.35,-4.03,-0.85,1.75,7.27,5.89,-1.38,3.05,65.31,0.55
2021,5,28,6.94,-1.02,2.96,6.55,19.26,15.15,-4.11,4.03,61.06,0.27
2021,5,29,4.52,1.06,2.8,4.49,10.3,8.72,-1.6,4.52,80.69,3.74
2021,5,30,1.79,-2.18,-0.2,1.78,8.67,6.14,-2.53,3.48,77.25,2.35
2021,5,31,3.23,-0.55,1.34,3.27,10.47,7.66,-2.81,3.97,78.38,1.38
2021,6,1,10.06,6.26,8.16,9.73,15.52,17.25,1.73,6.47,80,0.28
2021,6,2,16.62,6.79,11.7,14.19,13.93,22.45,8.52,6.65,55.81,0
2021,6,3,19.19,7.3,13.25,16.99,14.98,25.98,11,6.96,48.81,0
2021,6,4,18.72,8.74,13.73,17.32,13.85,25.36,11.51,7.75,55.81,0.01
2021,6,5,15.99,14,15,15.58,9,20.59,11.59,11.05,88.75,9.65
2021,6,6,8.25,5.88,7.06,8.19,8.88,11.83,2.96,6.47,85.88,6.31
2021,6,7,10.18,3.76,6.97,10,13.55,16.15,2.59,5.43,69.12,0.06
2021,6,8,11.09,6.28,8.69,10.83,12.11,17.12,5.01,6.47,75.38,0.18
2021,6,9,13.44,4.35,8.9,12.18,16.14,20.61,4.47,5.74,57.56,0
2021,6,10,11.71,9.22,10.47,11.51,9.95,17.37,7.43,8,85.06,6.54
2021,6,11,9.44,5.8,7.62,9.37,10.52,14.77,4.25,6.23,81.06,4.51
2021,6,12,10.57,3.08,6.82,10.55,14.53,17.08,2.55,5.19,65.31,0.01
2021,6,13,10.13,5.62,7.87,10.13,11.09,16.3,5.19,6.23,76.38,0.24
2021,6,14,9.55,7.23,8.39,9.36,9,14.27,5.27,6.9,86.25,2.21
2021,6,15,7.83,6.83,7.33,7.8,6.16,10.15,3.99,6.71,93.19,6.89
2021,6,16,10.62,8.92,9.77,10.62,6.76,14.31,7.56,7.75,89.62,3.69
2021,6,17,12.25,8.95,10.6,12.2,9.2,16.87,7.68,7.75,82.19,2.4
2021,6,18,14.54,9.36,11.94,13.9,13.45,19.94,6.51,8,73.25,0.14
2021,6,19,18.27,10.09,14.19,16.85,12.17,23.76,11.58,8.48,61.62,0.15
2021,6,20,16.54,13.37,14.95,15.75,7.63,20.18,12.55,10.5,82.19,6.02
2021,6,21,18.9,14.12,16.51,18.58,13.53,25.01,11.48,11.05,76.88,2.53
2021,6,22,16.51,13.11,14.8,16.4,10.02,21.08,11.06,10.19,81.94,0.91
2021,6,23,19.22,13.9,16.56,19.01,15.48,26.03,10.55,10.86,74.12,0.64
2021,6,24,19.1,14.9,17,18.86,12.59,25.5,12.9,11.6,79.06,2.53
2021,6,25,16.9,10.37,13.63,16.68,11.98,22.97,11,8.54,69.69,0.33
2021,6,26,17.3,12.51,14.9,17.3,14.44,25.02,10.58,9.83,76,0.26
2021,6,27,12.26,9.9,11.08,11.58,4.76,14.8,10.04,8.24,86.06,9.63
2021,6,28,14.44,9.15,11.8,13.74,12.44,20.2,7.76,7.87,73.12,0.43
2021,6,29,13.41,9.42,11.41,13.42,8.35,17.87,9.51,8,78.62,0.33
2021,6,30,12.6,11.57,12.08,12.61,4.46,14.81,10.36,9.28,93.5,17.98
2021,7,1,13.04,12.26,12.65,13.04,3.81,14.82,11.01,9.7,95,14.21
2021,7,2,14.7,13.05,13.88,14.17,6.93,18.17,11.24,10.19,90.12,10.68
2021,7,3,15.01,13.14,14.08,14.43,8.64,19.27,10.63,10.25,89.12,5.28
2021,7,4,17.16,10.98,14.07,16.33,12.62,22.18,9.56,8.85,69.5,0.05
2021,7,5,19.87,11.62,15.75,18.44,12.8,25.49,12.69,9.28,60.75,0.01
2021,7,6,21.98,12.92,17.45,20.35,14.07,27.55,13.48,10.19,58.31,0.01
2021,7,7,21.31,15.84,18.58,21.01,13.43,28.15,14.72,12.33,73.69,0.47
2021,7,8,18.44,13.86,16.15,18.4,12.8,23.68,10.87,10.93,76.5,1.06
2021,7,9,12.8,8.23,10.51,12.44,9.48,17.47,7.98,7.39,75.56,1.14
2021,7,10,15.31,8.41,11.87,14.29,12.12,20.17,8.05,7.51,65.62,0.26
2021,7,11,13.84,10.96,12.4,13.52,6.97,16.99,10.02,8.97,83.25,2.89
2021,7,12,15.29,11.39,13.34,14.51,10.28,19.9,9.62,9.16,78.94,1.27
2021,7,13,17.77,11.54,14.65,17,13.73,24.1,10.37,9.34,70,0
2021,7,14,16.55,13.71,15.13,16.3,10.29,21.83,11.54,10.68,84.38,1.27
2021,7,15,16.08,14.74,15.4,16.01,7.84,20.2,12.37,11.41,91.88,5.56
2021,7,16,19.7,13.58,16.64,18.71,12.14,25.47,13.33,10.56,71,0.14
2021,7,17,18.68,14.74,16.71,18.42,10.85,24.04,13.19,11.41,79.12,0.06
2021,7,18,15.6,13.32,14.46,15.2,6.52,17.37,10.84,10.44,86.75,4.27
2021,7,19,16.64,11.25,13.94,15.69,11.5,21.73,10.23,9.03,72.62,0.57
2021,7,20,18.58,11.17,14.88,17.71,13.55,24.67,11.12,9.03,65.06,0.01
2021,7,21,19.5,13.12,16.3,19.2,13.32,25.73,12.4,10.31,69.44,0.21
2021,7,22,18.76,14.4,16.58,18.6,12.85,25.38,12.53,11.17,78.31,2.37
2021,7,23,14.67,12.29,13.48,14.67,6.02,17.64,11.62,9.7,86.31,3.8
2021,7,24,16.87,12.51,14.69,16.32,12.17,22.76,10.6,9.83,77.62,0.33
2021,7,25,18.15,12.19,15.17,17.43,11.67,23.73,12.05,9.64,71.44,0.01
2021,7,26,19.44,12.37,15.9,18.68,14.77,26.3,11.52,9.77,68,0
2021,7,27,20.15,12.36,16.25,19.27,13.67,26.37,12.7,9.77,64.31,0
2021,7,28,21.61,13.11,17.36,20.56,13.03,27.11,14.08,10.31,61.44,0.26
2021,7,29,22.32,12.99,17.65,20.57,10.38,27.81,17.43,10.25,57.75,0.01
2021,7,30,19.16,13.9,16.53,18.87,13.44,25.86,12.42,10.8,74.69,0.01
2021,7,31,17.2,12.96,15.08,17.19,11.27,23.1,11.82,10.13,78.88,0.18
2021,8,1,15.94,10.84,13.39,15.51,10.13,21.55,11.41,8.85,74.44,0.16
2021,8,2,16.09,9.08,12.58,14.69,10.43,21.44,11.01,7.87,65.5,0.04
2021,8,3,13.55,11.22,12.38,13.41,6.59,16.34,9.76,9.09,86.31,0.94
2021,8,4,14.81,13.12,13.97,14.32,7.48,19.36,11.87,10.25,90.12,1.3
2021,8,5,15.65,12.11,13.88,15.17,9.45,20.37,10.91,9.64,81.31,0.78
2021,8,6,14.7,11.54,13.12,14.45,10.73,20.45,9.72,9.28,83.25,1.62
2021,8,7,13.3,10.94,12.12,13.12,8.38,17.81,9.44,8.91,86.19,1.59
2021,8,8,13.12,7.26,10.19,12.2,10.44,19.14,8.7,6.9,70.94,0.04
2021,8,9,13.52,5.87,9.69,11.83,11.2,20.09,8.89,6.29,62.75,0
2021,8,10,14.86,5.62,10.24,12.66,12.91,21.83,8.92,6.16,56.81,0
2021,8,11,15.34,8,11.67,14.47,15.91,23.35,7.44,7.26,65.69,0
2021,8,12,17.27,11.82,14.55,17.29,16.82,25.34,8.52,9.4,73.56,0.02
2021,8,13,18.84,13.33,16.08,18.83,12.91,25.3,12.38,10.38,73.88,0.47
2021,8,14,18.93,13.77,16.35,18.87,11.7,25.12,13.42,10.68,75,1.65
2021,8,15,19.01,13.22,16.12,18.8,12.95,25.3,12.34,10.31,71.31,1.42
2021,8,16,14.53,11.69,13.11,14.5,9.69,18.93,9.24,9.34,84.38,31.5
2021,8,17,13.38,9.18,11.28,12.97,11.12,18.45,7.33,7.81,77.25,0.82
2021,8,18,14.24,9.95,12.1,13.81,8.4,18.85,10.44,8.3,77,1.51
2021,8,19,12.82,8.9,10.86,12.59,10.22,18.08,7.86,7.75,79.19,1.26
2021,8,20,14.33,7.08,10.7,12.94,13.33,20.07,6.73,6.84,64.62,0.08
2021,8,21,14.58,7.8,11.19,13.32,11.38,20.61,9.23,7.2,66.94,0.01
2021,8,22,13.17,10.32,11.74,13.17,10.2,18.35,8.16,8.48,83.62,1.36
2021,8,23,12.09,10.36,11.23,12.09,8.09,16.86,8.76,8.48,89.75,2.43
2021,8,24,10.31,7.34,8.83,10.3,9.37,14.74,5.37,6.9,83.06,1.49
2021,8,25,11.25,6.16,8.71,10.52,12.07,17.25,5.18,6.35,73.38,0.12
2021,8,26,12.19,5.46,8.83,11.31,14.22,19.12,4.9,6.1,67.44,0.01
2021,8,27,13.45,7.88,10.66,12.51,12.79,20.34,7.55,7.14,72.5,0.12
2021,8,28,13.98,6.84,10.41,13.26,14.82,21.62,6.8,6.71,65.75,0
2021,8,29,16.15,7.44,11.8,15.08,17.48,24.58,7.11,7.02,60.75,0.02
2021,8,30,16.24,9.52,12.88,15.9,16.98,24.83,7.86,8.06,69.31,0.69
2021,8,31,15.31,10.38,12.84,14.93,13.02,21.91,8.89,8.54,75.06,0.78
2021,9,1,15.7,9.98,12.84,15.64,15.02,23.23,8.21,8.3,72.44,0.1
2021,9,2,9.47,6.66,8.06,9.42,9.51,13.06,3.55,6.65,83.81,3.55
